49	-6.0
97	5.600018501281738
144	-4.0
184	0.95001220703125
230	9.200016975402832
279	5.750019073486328
320	-4.0
372	0
413	-5.0
458	-2.0
499	3.2500133514404297
541	-3.0
588	7.300017356872559
629	4.25001335144043
673	4.900015830993652
721	7.650018692016602
768	-2.0
830	-4.0
875	7.950016021728516
916	0
965	3.8000192642211914
1012	6.450017929077148
1058	7.350017547607422
1106	-3.0
1148	6.700015068054199
1198	8.000020027160645
1238	-2.0
1279	1.0
1323	3.800015449523926
1379	4.700026512145996
1423	0
1477	0
1521	-6.0
1558	-2.0
1605	-4.0
1667	-4.0
1713	7.250017166137695
1756	7.500014305114746
1800	-4.0
1840	5.300013542175293
1884	8.750015258789062
1926	0
1971	-3.0
2013	0
2057	3.800015449523926
2096	-3.0
2145	-8.0
2182	-3.0
2226	-4.0
2264	-4.0
2327	-5.0
2367	-4.0
2408	-4.0
2455	-4.0
2498	-4.0
2540	-2.0
2589	-4.0
2633	-1.0
2676	3.650014877319336
2722	-9.0
2768	9.350017547607422
2817	-2.0
2863	-6.0
2909	0.2500171661376953
2957	-4.0
3000	-4.0
3048	5.600018501281738
3093	-8.0
3137	-2.0
3180	8.650014877319336
3225	-3.0
3275	-4.0
3321	-6.0
3367	-3.0
3417	-3.0
3461	5.800015449523926
3510	-5.0
3553	0
3592	-3.0
3635	6.700015068054199
3677	-1.0
3726	-2.0
3773	0
3818	-2.0
3860	4.700015068054199
3905	-4.0
3954	7.800019264221191
4000	-8.0
4001	7.850011825561523
4062	10.850030899047852
4105	-3.0
4189	14.400020599365234
4230	4.350013732910156
4277	-4.0
4320	-1.0
4385	-1.0
4434	0
4483	7.900019645690918
4533	-3.0
4578	6.250017166137695
4660	-10.0
4704	-5.0
4747	0.0
4790	-2.0
4845	7.400025367736816
4888	-4.0
4937	-2.0
4982	-3.0
5025	-8.0
5068	3.6000146865844727
5114	-2.0
5167	-7.0
5221	-1.0
5262	-3.0
5303	-5.0
5350	7.500018119812012
5396	-1.0
5443	9.550018310546875
5491	-4.0
5535	-4.0
5578	5.500014305114746
5628	7.900019645690918
5671	1.650014877319336
5712	-5.0
5756	-5.0
5801	-5.0
5839	-3.0
5883	-4.0
5922	5.700011253356934
5966	2.1000165939331055
6007	-2.0
6078	4.700037956237793
6279	-9.0
6322	2.5500144958496094
6367	6.150016784667969
6414	7.500018119812012
6455	3.2500133514404297
6499	-2.0
6543	-7.0
6594	-2.0
6631	5.450010299682617
6670	-2.0
6714	-4.0
6751	3.400010108947754
6799	7.750019073486328
6840	-5.0
6888	7.650018692016602
6932	2.9000158309936523
6975	-1.0
7013	-1.0
7051	5.65001106262207
7096	-2.0
7132	-4.0
7172	-2.0
7215	6.800015449523926
7259	2.9500160217285156
7321	0.0
7365	4.700015068054199
